event_cause,veh_type,corridor,requires_road_closure,priority,hour_ist,day_of_week,incident_duration_min
vehicle_breakdown,bmtc_bus,Non-corridor,False,Low,8,Saturday,161.71242263333335
vehicle_breakdown,bmtc_bus,Tumkur Road,False,High,14,Monday,50.01750633333334
vehicle_breakdown,truck,Hosur Road,False,High,15,Monday,68.04666115
vehicle_breakdown,heavy_vehicle,ORR North 2,False,High,0,Tuesday,93.07605395
vehicle_breakdown,others,Non-corridor,False,Low,1,Tuesday,5.5782576666666674
vehicle_breakdown,bmtc_bus,Mysore Road,False,High,0,Tuesday,90.53504385
vehicle_breakdown,private_bus,Non-corridor,False,Low,2,Tuesday,11.603118716666668
vehicle_breakdown,others,ORR East 1,False,High,1,Tuesday,10.9303683
vehicle_breakdown,heavy_vehicle,Mysore Road,False,High,1,Tuesday,99.55250775
water_logging,unknown,ORR East 1,False,High,2,Tuesday,2880.9232620166667
vehicle_breakdown,bmtc_bus,Non-corridor,False,Low,10,Saturday,13.15723055
vehicle_breakdown,bmtc_bus,Hosur Road,False,High,3,Tuesday,66.10073248333333
vehicle_breakdown,others,Hosur Road,False,High,2,Tuesday,71.50056616666667
vehicle_breakdown,private_car,ORR North 1,False,High,5,Tuesday,18.83665193333333
vehicle_breakdown,private_bus,Non-corridor,False,Low,7,Tuesday,117.39218681666668
others,unknown,Non-corridor,False,Low,6,Tuesday,533.57232925
others,unknown,Bellary Road 1,False,High,13,Saturday,27.545034283333333
vehicle_breakdown,bmtc_bus,Non-corridor,False,Low,9,Tuesday,18.39452543333333
others,unknown,Bellary Road 1,False,High,8,Tuesday,99.88255601666668
tree_fall,unknown,Non-corridor,False,Low,11,Tuesday,16.6391068
procession,unknown,Non-corridor,False,Low,13,Tuesday,19.30428275
vehicle_breakdown,lcv,Non-corridor,False,Low,0,Wednesday,30.11519236666667
vehicle_breakdown,others,Bellary Road 1,False,High,2,Wednesday,64.28767333333333
vehicle_breakdown,bmtc_bus,ORR East 2,False,High,3,Wednesday,102.76117878333334
vehicle_breakdown,heavy_vehicle,Bellary Road 1,False,High,8,Wednesday,112.30525148333332
vehicle_breakdown,others,Magadi Road,False,High,12,Wednesday,9.717715233333331
vehicle_breakdown,bmtc_bus,Non-corridor,False,Low,12,Wednesday,61.030100583333336
vehicle_breakdown,ksrtc_bus,Tumkur Road,False,High,23,Saturday,118.72338911666668
vehicle_breakdown,heavy_vehicle,Tumkur Road,False,High,0,Sunday,66.27881596666667
vehicle_breakdown,private_bus,Non-corridor,False,Low,1,Sunday,36.20208975
vehicle_breakdown,truck,Bellary Road 2,False,High,0,Thursday,117.76879753333333
tree_fall,unknown,Bellary Road 1,False,High,14,Wednesday,1443.1942532166663
vehicle_breakdown,lcv,Tumkur Road,False,High,2,Sunday,43.37783213333333
vehicle_breakdown,private_car,Non-corridor,False,Low,4,Sunday,14.166123566666666
vehicle_breakdown,truck,Non-corridor,False,Low,6,Thursday,65.59525101666667
vehicle_breakdown,lcv,Hennur Main Road,False,High,6,Thursday,14.030502116666666
vehicle_breakdown,bmtc_bus,ORR West 1,False,High,8,Thursday,82.4944742
vehicle_breakdown,bmtc_bus,Non-corridor,True,Low,9,Thursday,153.20900648333333
vehicle_breakdown,bmtc_bus,Mysore Road,False,High,6,Sunday,94.07856273333331
pot_holes,unknown,Non-corridor,False,Low,6,Sunday,1801.1487678833332
vehicle_breakdown,private_car,Non-corridor,False,Low,8,Sunday,38.377358533333336
vehicle_breakdown,private_car,Bannerghata Road,False,High,13,Thursday,27.85295405
vehicle_breakdown,bmtc_bus,Non-corridor,False,Low,13,Thursday,112.04517458333332
vehicle_breakdown,bmtc_bus,Mysore Road,False,High,10,Sunday,39.481431066666666
vehicle_breakdown,others,Non-corridor,False,Low,14,Thursday,10.010460816666669
vehicle_breakdown,others,Non-corridor,False,Low,15,Thursday,15.370875883333332
accident,unknown,Non-corridor,False,Low,0,Friday,45.76001521666667
others,unknown,ORR East 1,False,High,1,Friday,83.30453795
road_conditions,unknown,Non-corridor,False,Low,2,Friday,566.6772309666667
others,unknown,ORR West 1,False,High,3,Friday,69.93633795000001
vehicle_breakdown,bmtc_bus,Mysore Road,False,High,3,Friday,57.164526783333336
vehicle_breakdown,heavy_vehicle,Tumkur Road,False,High,16,Sunday,60.87218893333333
vehicle_breakdown,bmtc_bus,Non-corridor,False,Low,5,Friday,55.57841278333333
vehicle_breakdown,bmtc_bus,Magadi Road,False,High,6,Friday,53.36274408333334
vehicle_breakdown,heavy_vehicle,Mysore Road,False,High,7,Friday,51.91649708333333
vehicle_breakdown,heavy_vehicle,Mysore Road,False,High,9,Friday,68.26804354999999
construction,unknown,Non-corridor,False,Low,10,Friday,2.2817703166666665
vehicle_breakdown,bmtc_bus,Non-corridor,False,Low,2,Monday,43.90706536666666
vehicle_breakdown,bmtc_bus,Non-corridor,False,Low,11,Friday,6.4820150000000005
vehicle_breakdown,private_car,Non-corridor,False,Low,2,Saturday,20.946314283333333
vehicle_breakdown,heavy_vehicle,ORR West 1,False,High,1,Saturday,54.41555578333334
vehicle_breakdown,bmtc_bus,Bellary Road 1,False,High,5,Saturday,27.87250365
vehicle_breakdown,bmtc_bus,Hosur Road,False,High,9,Saturday,70.40309615
vehicle_breakdown,lcv,ORR East 1,False,High,9,Saturday,64.34689078333334
water_logging,unknown,ORR West 1,False,High,9,Saturday,245.19777885
others,unknown,Hennur Main Road,False,High,12,Saturday,4156.1516019
vehicle_breakdown,lcv,Old Madras Road,False,High,12,Saturday,5.209710783333334
vehicle_breakdown,bmtc_bus,Mysore Road,False,High,13,Saturday,77.41273774999999
vehicle_breakdown,truck,Old Airport Road,False,High,16,Saturday,69.93821856666666
vehicle_breakdown,heavy_vehicle,West of Chord Road,False,High,0,Sunday,35.05276381666667
accident,unknown,Non-corridor,False,Low,0,Sunday,52.07746276666667
others,unknown,ORR West 1,False,High,5,Sunday,13.282436566666666
vehicle_breakdown,bmtc_bus,Non-corridor,False,Low,3,Sunday,33.299465850000004
vehicle_breakdown,bmtc_bus,Mysore Road,False,High,9,Sunday,57.2864581
vehicle_breakdown,private_car,Bannerghata Road,False,High,7,Sunday,61.72527071666666
vehicle_breakdown,truck,Non-corridor,True,Low,9,Sunday,144.07803846666667
vehicle_breakdown,bmtc_bus,Mysore Road,False,High,10,Sunday,9.91719885
vehicle_breakdown,heavy_vehicle,Bellary Road 1,False,High,9,Sunday,95.13714321666666
vehicle_breakdown,others,Bellary Road 2,False,High,11,Sunday,36.75851303333333
vehicle_breakdown,bmtc_bus,Mysore Road,False,High,10,Sunday,135.56645735
vehicle_breakdown,lcv,ORR North 2,False,High,10,Sunday,175.78652098333333
vehicle_breakdown,lcv,Bellary Road 1,False,High,12,Sunday,23.743930483333333
vehicle_breakdown,bmtc_bus,Tumkur Road,False,High,13,Sunday,50.50448333333333
vehicle_breakdown,lcv,Tumkur Road,False,High,13,Sunday,29.0898873
vehicle_breakdown,private_car,CBD 2,False,High,14,Sunday,15.373663483333331
vehicle_breakdown,heavy_vehicle,Hosur Road,False,High,2,Monday,88.63287516666666
vehicle_breakdown,others,Mysore Road,False,High,2,Monday,85.63499211666667
accident,unknown,Non-corridor,False,Low,6,Monday,31.81484378333333
vehicle_breakdown,heavy_vehicle,Non-corridor,False,Low,6,Monday,16.525977933333333
water_logging,unknown,Non-corridor,False,Low,6,Monday,1838.542380783333
vehicle_breakdown,bmtc_bus,Tumkur Road,False,High,4,Monday,71.25627258333334
tree_fall,unknown,Non-corridor,False,Low,1,Tuesday,2289.517529416667
others,unknown,Non-corridor,False,Low,7,Monday,60.46577085
vehicle_breakdown,bmtc_bus,Mysore Road,True,High,7,Tuesday,112.05360535
vehicle_breakdown,others,Non-corridor,False,Low,7,Monday,55.35562983333333
vehicle_breakdown,lcv,Bellary Road 1,False,High,8,Tuesday,146.3850152
vehicle_breakdown,heavy_vehicle,Bannerghata Road,False,High,8,Monday,86.29304546666667
vehicle_breakdown,private_car,Mysore Road,False,High,11,Tuesday,110.00090083333332
vehicle_breakdown,ksrtc_bus,West of Chord Road,False,High,13,Tuesday,43.55364956666666
vehicle_breakdown,bmtc_bus,Tumkur Road,False,High,15,Monday,7.989997
vehicle_breakdown,heavy_vehicle,Bellary Road 2,False,High,18,Tuesday,105.73423235
vehicle_breakdown,heavy_vehicle,ORR East 1,False,High,23,Tuesday,82.21110071666666
accident,unknown,ORR North 1,False,High,2,Wednesday,41.37271345
construction,unknown,Non-corridor,False,Low,2,Wednesday,1381.6930457333333
accident,unknown,Non-corridor,False,Low,2,Wednesday,41.838232833333336
water_logging,unknown,Non-corridor,False,Low,3,Tuesday,123.31325763333332
pot_holes,unknown,Non-corridor,False,Low,3,Tuesday,3388.1434261833333
pot_holes,unknown,Non-corridor,False,Low,3,Tuesday,3391.064447516667
others,unknown,Non-corridor,False,Low,5,Wednesday,15.814499816666666
others,unknown,Non-corridor,False,Low,6,Wednesday,1670.6858849166667
vehicle_breakdown,lcv,Non-corridor,False,Low,9,Wednesday,7.453080083333333
accident,unknown,Airport New South Road,False,High,7,Wednesday,68.80150233333333
vehicle_breakdown,private_car,Mysore Road,False,High,11,Wednesday,125.653309
vehicle_breakdown,ksrtc_bus,Non-corridor,False,Low,6,Tuesday,38.49233733333333
vehicle_breakdown,others,IRR(Thanisandra road),False,High,6,Tuesday,91.30090236666666
vehicle_breakdown,bmtc_bus,Non-corridor,False,Low,11,Wednesday,19.639472016666662
vehicle_breakdown,bmtc_bus,Bellary Road 2,False,High,7,Tuesday,59.57834488333333
vehicle_breakdown,private_car,Tumkur Road,False,High,13,Wednesday,12.384581016666669
vehicle_breakdown,bmtc_bus,Bannerghata Road,False,High,14,Wednesday,16.992135533333332
vehicle_breakdown,private_bus,Non-corridor,False,Low,9,Tuesday,13.267902833333332
vehicle_breakdown,private_bus,Bellary Road 2,False,High,0,Thursday,25.2987684
vehicle_breakdown,lcv,Hosur Road,False,High,1,Thursday,2.26340155
vehicle_breakdown,others,Non-corridor,False,Low,1,Thursday,25.79376715
vehicle_breakdown,lcv,Tumkur Road,False,High,2,Thursday,16.656762166666667
construction,unknown,Non-corridor,False,Low,2,Thursday,1311.6875813333331
vehicle_breakdown,bmtc_bus,ORR East 2,False,High,3,Thursday,42.19713446666666
vehicle_breakdown,bmtc_bus,Non-corridor,False,Low,4,Thursday,54.65853513333333
vehicle_breakdown,bmtc_bus,Tumkur Road,False,High,4,Thursday,67.62782723333333
others,unknown,Bellary Road 1,False,High,11,Tuesday,122.96864301666666
vehicle_breakdown,bmtc_bus,Tumkur Road,False,High,5,Thursday,66.48960311666666
vehicle_breakdown,others,Mysore Road,False,High,6,Thursday,79.15418580000001
vehicle_breakdown,private_bus,Non-corridor,False,Low,7,Thursday,95.58107615
vehicle_breakdown,lcv,Tumkur Road,False,High,11,Tuesday,84.46969001666666
vehicle_breakdown,ksrtc_bus,Hosur Road,False,High,10,Thursday,14.2335291
vehicle_breakdown,others,Old Madras Road,False,High,10,Thursday,33.5543789
vehicle_breakdown,bmtc_bus,Varthur Road,False,High,10,Thursday,30.59855698333333
vehicle_breakdown,bmtc_bus,Non-corridor,False,Low,13,Thursday,46.03317931666666
vehicle_breakdown,heavy_vehicle,Tumkur Road,False,High,16,Tuesday,105.1540334
vehicle_breakdown,heavy_vehicle,Mysore Road,False,High,0,Wednesday,97.20824538333332
vehicle_breakdown,ksrtc_bus,Mysore Road,False,High,14,Thursday,24.78094095
vehicle_breakdown,bmtc_bus,Non-corridor,False,Low,13,Thursday,103.95695343333334
vehicle_breakdown,heavy_vehicle,ORR North 1,False,High,1,Wednesday,76.73107366666666
vehicle_breakdown,private_bus,Bellary Road 1,False,High,0,Wednesday,25.9639683
others,unknown,Non-corridor,False,Low,2,Friday,2024.4999115666665
accident,unknown,Bellary Road 1,False,High,1,Friday,52.424526316666665
vehicle_breakdown,ksrtc_bus,Non-corridor,False,Low,2,Wednesday,149.32047236666668
vehicle_breakdown,private_bus,ORR West 1,False,High,1,Friday,21.186916433333334
procession,unknown,Non-corridor,True,Low,3,Wednesday,6.63138725
vehicle_breakdown,bmtc_bus,ORR East 1,False,High,4,Wednesday,10.15080115
vehicle_breakdown,bmtc_bus,ORR East 1,False,High,4,Wednesday,146.0768349
vehicle_breakdown,bmtc_bus,Non-corridor,False,Low,6,Friday,73.34186823333333
vehicle_breakdown,bmtc_bus,Non-corridor,False,Low,5,Wednesday,56.47194215
vehicle_breakdown,bmtc_bus,Mysore Road,False,High,7,Wednesday,63.26480105
others,unknown,Varthur Road,False,High,10,Friday,99.1271216
vehicle_breakdown,heavy_vehicle,Hennur Main Road,False,High,11,Friday,46.37305535
tree_fall,unknown,Non-corridor,False,Low,9,Wednesday,16.442733933333333
vehicle_breakdown,bmtc_bus,Non-corridor,False,Low,13,Friday,48.24556945
vehicle_breakdown,private_car,Bellary Road 2,False,High,15,Friday,61.77526506666666
vehicle_breakdown,taxi,Hosur Road,False,High,1,Saturday,89.98981611666666
vehicle_breakdown,bmtc_bus,Non-corridor,False,Low,2,Saturday,102.37431906666669
others,unknown,Hosur Road,False,High,2,Saturday,330.18084595
tree_fall,unknown,Tumkur Road,False,High,11,Wednesday,239.9968421
vehicle_breakdown,bmtc_bus,Mysore Road,False,High,7,Saturday,17.988405883333332
vehicle_breakdown,others,Non-corridor,False,Low,9,Saturday,120.1229665
vehicle_breakdown,private_bus,ORR East 2,False,High,12,Wednesday,18.770652916666663
vehicle_breakdown,auto,Old Airport Road,False,High,9,Saturday,27.16510463333333
vehicle_breakdown,bmtc_bus,Non-corridor,False,Low,11,Saturday,72.78544391666667
vehicle_breakdown,private_car,Non-corridor,False,Low,11,Saturday,107.52890245
vehicle_breakdown,truck,Old Madras Road,False,High,0,Sunday,55.235213316666666
others,unknown,Mysore Road,False,High,0,Sunday,302.99378225
vehicle_breakdown,private_bus,Magadi Road,False,High,2,Sunday,86.55830583333334
vehicle_breakdown,private_car,Mysore Road,False,High,0,Thursday,78.09311583333333
accident,unknown,ORR North 1,False,High,1,Thursday,34.21685993333333
construction,unknown,Non-corridor,False,Low,6,Sunday,21.925417683333333
vehicle_breakdown,private_car,Non-corridor,False,Low,10,Sunday,50.05725543333333
vehicle_breakdown,bmtc_bus,Mysore Road,False,High,11,Sunday,39.02434768333333
vehicle_breakdown,bmtc_bus,Non-corridor,False,Low,4,Thursday,84.40798688333332
vehicle_breakdown,bmtc_bus,Mysore Road,False,High,3,Monday,23.780724000000003
pot_holes,unknown,Non-corridor,False,Low,4,Monday,2122.3967791833334
vehicle_breakdown,bmtc_bus,Mysore Road,False,High,4,Monday,60.74641678333333
vehicle_breakdown,bmtc_bus,Non-corridor,False,Low,5,Monday,57.316075016666666
others,unknown,Mysore Road,False,High,7,Thursday,6.82868555
vehicle_breakdown,bmtc_bus,Mysore Road,False,High,12,Monday,90.19987731666669
vehicle_breakdown,lcv,Bellary Road 1,False,High,10,Thursday,86.78634966666667
vehicle_breakdown,bmtc_bus,Non-corridor,False,Low,10,Thursday,81.11977473333333
vehicle_breakdown,private_car,Non-corridor,False,Low,15,Monday,8.9473605
vehicle_breakdown,bmtc_bus,Magadi Road,False,High,11,Thursday,67.566669
water_logging,unknown,Non-corridor,False,Low,2,Tuesday,4.666376866666667
vehicle_breakdown,heavy_vehicle,Tumkur Road,False,High,1,Tuesday,21.935244516666668
vehicle_breakdown,others,Non-corridor,False,Low,1,Tuesday,31.711534466666667
vehicle_breakdown,private_car,Non-corridor,False,Low,2,Tuesday,121.07565023333332
water_logging,unknown,Non-corridor,False,Low,2,Tuesday,121.41991448333332
pot_holes,unknown,Bellary Road 1,False,High,1,Tuesday,3171.436475616667
vehicle_breakdown,lcv,Tumkur Road,False,High,3,Tuesday,9.946038833333334
pot_holes,unknown,CBD 1,True,High,2,Tuesday,45.08455431666666
vehicle_breakdown,lcv,ORR West 1,False,High,12,Thursday,47.0778124
accident,unknown,Hosur Road,False,High,4,Tuesday,19.286777033333333
vehicle_breakdown,lcv,Bellary Road 1,False,High,4,Tuesday,26.211784233333333
vehicle_breakdown,bmtc_bus,Mysore Road,False,High,5,Tuesday,20.760291183333333
vehicle_breakdown,lcv,Tumkur Road,False,High,7,Tuesday,14.798998433333333
water_logging,unknown,CBD 2,False,High,8,Tuesday,1397.64799305
vehicle_breakdown,bmtc_bus,Tumkur Road,False,High,2,Friday,17.37361458333333
vehicle_breakdown,bmtc_bus,Non-corridor,False,Low,2,Friday,137.26294234999995
vehicle_breakdown,truck,Mysore Road,False,High,11,Tuesday,55.2758047
vehicle_breakdown,bmtc_bus,Magadi Road,False,High,11,Tuesday,61.61077986666667
vehicle_breakdown,bmtc_bus,Magadi Road,False,High,11,Tuesday,64.27595888333333
vehicle_breakdown,private_car,Bellary Road 2,False,High,23,Tuesday,24.362505416666668
others,unknown,Bellary Road 1,False,High,7,Friday,4304.7043229
vehicle_breakdown,bmtc_bus,Tumkur Road,False,High,1,Wednesday,10.195782266666669
vehicle_breakdown,private_bus,Mysore Road,False,High,2,Wednesday,6.759156316666666
others,unknown,Mysore Road,False,High,0,Wednesday,2073.54119145
vehicle_breakdown,bmtc_bus,Tumkur Road,False,High,6,Friday,23.556338
others,unknown,Non-corridor,False,Low,2,Wednesday,1954.897802166667
vehicle_breakdown,bmtc_bus,Mysore Road,False,High,12,Friday,112.59205778333332
vehicle_breakdown,bmtc_bus,Non-corridor,False,Low,4,Wednesday,41.06278635
vehicle_breakdown,bmtc_bus,Non-corridor,False,Low,5,Wednesday,63.735437633333326
vehicle_breakdown,heavy_vehicle,ORR North 2,False,High,23,Friday,41.89284255
tree_fall,unknown,Non-corridor,False,Low,1,Saturday,48.95543648333333
vehicle_breakdown,ksrtc_bus,Bellary Road 1,False,High,2,Saturday,9.997270066666664
vehicle_breakdown,bmtc_bus,Old Madras Road,False,High,7,Wednesday,18.148097683333333
vehicle_breakdown,lcv,Mysore Road,False,High,8,Wednesday,32.78711466666667
vehicle_breakdown,heavy_vehicle,Non-corridor,False,Low,9,Wednesday,104.44264348333331
water_logging,unknown,Tumkur Road,False,High,11,Wednesday,72.85393916666666
vehicle_breakdown,private_car,Mysore Road,False,High,4,Saturday,31.87520885
vehicle_breakdown,bmtc_bus,Old Madras Road,False,High,4,Saturday,78.34826575000001
vehicle_breakdown,bmtc_bus,Non-corridor,False,Low,6,Saturday,26.941963933333334
vehicle_breakdown,heavy_vehicle,West of Chord Road,False,High,0,Thursday,24.466795816666668
vehicle_breakdown,bmtc_bus,Non-corridor,False,Low,8,Saturday,158.45544278333332
vehicle_breakdown,bmtc_bus,Non-corridor,False,Low,11,Saturday,70.00693796666665
others,unknown,Tumkur Road,False,High,3,Thursday,1848.5386914833327
construction,unknown,Non-corridor,True,Low,11,Saturday,3822.70962675
vehicle_breakdown,heavy_vehicle,Non-corridor,False,Low,4,Thursday,39.13312485
vehicle_breakdown,heavy_vehicle,Varthur Road,False,High,8,Thursday,122.43185746666668
others,unknown,Tumkur Road,False,High,9,Thursday,243.29029311666667
vehicle_breakdown,bmtc_bus,Non-corridor,False,Low,10,Thursday,13.885744066666666
water_logging,unknown,Non-corridor,False,Low,10,Thursday,165.4671482
tree_fall,unknown,Bellary Road 1,True,High,10,Thursday,971.1941217166666
construction,unknown,Non-corridor,False,Low,10,Thursday,3954.1524874666666
tree_fall,unknown,Non-corridor,True,Low,10,Thursday,63.69129203333333
tree_fall,unknown,Non-corridor,False,Low,16,Saturday,412.24392695
construction,unknown,Non-corridor,False,Low,10,Thursday,1464.6774282
vehicle_breakdown,lcv,Tumkur Road,False,High,0,Sunday,29.151570016666668
vehicle_breakdown,heavy_vehicle,Mysore Road,False,High,0,Sunday,22.22487305
vehicle_breakdown,heavy_vehicle,ORR North 1,False,High,0,Sunday,36.730649516666666
accident,unknown,Bellary Road 1,False,High,0,Sunday,47.1991773
tree_fall,unknown,Non-corridor,True,Low,11,Thursday,4073.313846416667
tree_fall,unknown,Mysore Road,False,High,11,Thursday,829.2974442333333
water_logging,unknown,Hosur Road,False,High,11,Thursday,2847.0369545333333
water_logging,unknown,ORR West 1,False,High,11,Thursday,1218.6891324166668
water_logging,unknown,Old Airport Road,False,High,11,Thursday,93.40865363333334
water_logging,unknown,ORR East 2,False,High,11,Thursday,30.67920825
water_logging,unknown,Mysore Road,True,High,11,Thursday,177.56342588333334
water_logging,unknown,Non-corridor,False,Low,11,Thursday,3898.6085132
others,unknown,Non-corridor,False,Low,3,Sunday,1291.4888951166663
tree_fall,unknown,ORR West 1,False,High,11,Thursday,66.95399586666666
tree_fall,unknown,Non-corridor,True,Low,11,Thursday,1114.93334045
water_logging,unknown,Non-corridor,True,Low,11,Thursday,2421.883144183333
water_logging,unknown,Non-corridor,False,Low,11,Thursday,188.00503193333333
tree_fall,unknown,Non-corridor,False,Low,11,Thursday,18.08276255
vehicle_breakdown,bmtc_bus,Bannerghata Road,False,High,10,Sunday,146.04922566666667
water_logging,unknown,Bellary Road 1,False,High,11,Thursday,3886.3786027166666
vehicle_breakdown,lcv,Tumkur Road,False,High,11,Sunday,108.20570536666668
tree_fall,unknown,Non-corridor,True,Low,11,Thursday,2904.70705535
water_logging,unknown,Non-corridor,True,Low,11,Thursday,71.25115430000001
water_logging,unknown,Non-corridor,True,Low,11,Thursday,149.96828003333334
tree_fall,unknown,Non-corridor,False,Low,11,Thursday,914.0249496
water_logging,unknown,Old Madras Road,True,High,11,Thursday,201.7505084166667
tree_fall,unknown,Tumkur Road,False,High,11,Thursday,933.8846359333334
water_logging,unknown,ORR West 1,False,High,11,Thursday,1190.4635745833334
water_logging,unknown,ORR West 1,False,High,11,Thursday,118.58968551666666
tree_fall,unknown,Non-corridor,True,Low,12,Thursday,220.2884145333333
water_logging,unknown,Bellary Road 1,False,High,11,Thursday,42.345254966666666
vehicle_breakdown,bmtc_bus,Bannerghata Road,False,High,12,Thursday,108.71099421666666
vehicle_breakdown,bmtc_bus,Mysore Road,False,High,13,Sunday,93.48512965
vehicle_breakdown,others,Bellary Road 2,False,High,12,Thursday,151.79433328333334
vehicle_breakdown,private_car,ORR East 1,False,High,14,Sunday,16.044057783333333
vehicle_breakdown,bmtc_bus,Bannerghata Road,False,High,14,Sunday,34.15102665
vehicle_breakdown,private_bus,Tumkur Road,False,High,15,Sunday,91.52639778333334
others,unknown,Non-corridor,False,Low,12,Thursday,2163.54553765
vehicle_breakdown,others,Mysore Road,False,High,2,Monday,35.252319033333336
tree_fall,unknown,Non-corridor,False,Low,12,Thursday,1173.623239883333
water_logging,unknown,Bannerghata Road,False,High,12,Thursday,2294.902803066667
water_logging,unknown,Non-corridor,False,Low,12,Thursday,282.94748196666666
water_logging,unknown,Non-corridor,False,Low,12,Thursday,1785.8880387
others,unknown,Tumkur Road,False,High,2,Monday,61.567407450000005
water_logging,unknown,Non-corridor,False,Low,12,Thursday,2863.879304833333
others,unknown,Mysore Road,False,High,4,Monday,16.937478916666667
vehicle_breakdown,bmtc_bus,Old Madras Road,False,High,5,Monday,41.53308571666666
tree_fall,unknown,Non-corridor,True,Low,6,Monday,76.98202371666666
water_logging,unknown,ORR East 1,False,High,12,Thursday,759.0033270166666
vehicle_breakdown,truck,Non-corridor,False,Low,7,Monday,133.49633208333333
vehicle_breakdown,lcv,Mysore Road,False,High,7,Monday,32.21089145
water_logging,unknown,Non-corridor,False,Low,13,Thursday,2055.8126417666667
vehicle_breakdown,bmtc_bus,Non-corridor,False,Low,9,Monday,9.313865683333336
vehicle_breakdown,taxi,Hosur Road,False,High,9,Monday,133.745803
vehicle_breakdown,bmtc_bus,Non-corridor,False,Low,12,Monday,18.82696628333333
tree_fall,unknown,Non-corridor,True,Low,13,Thursday,1414.7297125500002
vehicle_breakdown,bmtc_bus,Non-corridor,False,Low,14,Thursday,23.6800304
vehicle_breakdown,private_car,Bellary Road 1,False,High,17,Monday,12.157235616666666
vehicle_breakdown,bmtc_bus,Non-corridor,False,Low,23,Monday,162.0998554
road_conditions,unknown,Non-corridor,False,Low,17,Thursday,625.0678506666667
vehicle_breakdown,others,Non-corridor,False,Low,3,Tuesday,43.03527413333334
vehicle_breakdown,bmtc_bus,Non-corridor,False,Low,3,Tuesday,79.89617193333333
others,unknown,ORR East 2,False,High,3,Tuesday,91.73039343333332
vehicle_breakdown,others,West of Chord Road,False,High,5,Tuesday,26.33293743333333
vehicle_breakdown,heavy_vehicle,ORR East 2,False,High,8,Tuesday,21.8926714
construction,unknown,Non-corridor,False,Low,8,Tuesday,2926.57525605
vehicle_breakdown,bmtc_bus,ORR East 1,False,High,9,Tuesday,15.380214683333332
vehicle_breakdown,bmtc_bus,Non-corridor,False,Low,9,Tuesday,24.38405428333333
water_logging,unknown,Old Madras Road,False,High,10,Tuesday,34.37859473333333
water_logging,unknown,Non-corridor,False,Low,10,Tuesday,171.4411991
water_logging,unknown,West of Chord Road,False,High,10,Tuesday,79.3147058
water_logging,unknown,Mysore Road,True,High,10,Tuesday,106.8736322
water_logging,unknown,Non-corridor,False,Low,10,Tuesday,389.9546150833333
water_logging,unknown,Mysore Road,False,High,10,Tuesday,25.36718933333333
water_logging,unknown,Bellary Road 1,False,High,10,Tuesday,38.08992445
tree_fall,unknown,West of Chord Road,False,High,10,Tuesday,72.68515286666667
water_logging,unknown,Bellary Road 1,False,High,10,Tuesday,4022.929784933333
water_logging,unknown,Non-corridor,False,Low,10,Tuesday,24.84664738333333
accident,unknown,Non-corridor,False,Low,10,Tuesday,42.8945817
water_logging,unknown,Mysore Road,False,High,11,Tuesday,324.67876015
water_logging,unknown,ORR North 1,False,High,11,Tuesday,984.9738974833332
water_logging,unknown,ORR North 1,False,High,10,Tuesday,997.1460983833332
tree_fall,unknown,ORR North 1,False,High,11,Tuesday,191.9047068333333
tree_fall,unknown,Magadi Road,False,High,11,Tuesday,9.963474483333332
tree_fall,unknown,Airport New South Road,True,High,11,Tuesday,18.271439616666665
water_logging,unknown,Tumkur Road,False,High,11,Tuesday,1345.3929395666669
road_conditions,unknown,Bellary Road 2,True,High,11,Tuesday,58.72275493333333
pot_holes,unknown,ORR North 1,False,High,11,Tuesday,135.51806013333334
water_logging,unknown,Non-corridor,False,Low,11,Tuesday,2860.77638925
vehicle_breakdown,bmtc_bus,Magadi Road,False,High,12,Tuesday,46.057772066666665
others,unknown,ORR West 1,False,High,12,Tuesday,36.40983923333333
vehicle_breakdown,private_bus,Hosur Road,False,High,13,Tuesday,82.93424305
water_logging,unknown,ORR North 2,False,High,12,Tuesday,2790.3985524
vehicle_breakdown,lcv,ORR East 2,False,High,23,Tuesday,25.358829383333333
vehicle_breakdown,heavy_vehicle,ORR North 1,False,High,23,Tuesday,124.40155733333332
water_logging,unknown,Non-corridor,False,Low,2,Wednesday,230.06940948333332
tree_fall,unknown,Bellary Road 1,False,High,2,Wednesday,115.15186836666666
tree_fall,unknown,Non-corridor,True,Low,3,Wednesday,173.99265736666666
vehicle_breakdown,private_car,Bellary Road 1,False,High,4,Wednesday,16.297705333333333
vehicle_breakdown,bmtc_bus,Mysore Road,False,High,5,Wednesday,6.283415033333333
vehicle_breakdown,heavy_vehicle,Mysore Road,False,High,5,Wednesday,59.30142481666667
vehicle_breakdown,taxi,ORR East 2,False,High,9,Wednesday,33.80299288333333
others,unknown,Non-corridor,False,Low,7,Wednesday,88.10845821666666
vehicle_breakdown,bmtc_bus,ORR East 1,False,High,9,Wednesday,64.20612750000001
others,unknown,Non-corridor,False,Low,11,Wednesday,17.946091666666668
vehicle_breakdown,others,ORR North 1,False,High,0,Thursday,35.82966003333333
vehicle_breakdown,private_bus,Bellary Road 1,False,High,1,Thursday,23.154083816666667
pot_holes,unknown,Varthur Road,False,High,1,Thursday,1484.128609333333
vehicle_breakdown,others,Old Madras Road,False,High,3,Thursday,13.457770483333332
